Race,Zip_Code_Risk,School_Rating,Property_Value,Branch_Quality,Annual_Income,Employment_Years,Credit_Score,Name_Pattern,Loan_Approved
1,39.2,6.7,349344.0,5.2,43145.0,3.6,695.0,0.3,1
1,26.2,4.7,392110.0,7.5,54737.0,2.6,536.0,0.607,1
1,11.8,4.7,278893.0,6.2,30796.0,11.3,684.0,0.507,1
0,67.7,3.3,531991.0,6.0,41330.0,6.2,688.0,0.621,0
1,75.3,4.0,295925.0,5.1,34042.0,0.7,647.0,0.908,0
1,59.1,5.2,310013.0,5.4,78741.0,13.1,603.0,0.245,0
0,81.7,6.3,464701.0,7.5,36206.0,0.2,654.0,0.408,1
1,43.7,6.0,181834.0,6.8,37792.0,4.5,654.0,0.253,0
0,70.4,2.9,469544.0,3.4,55245.0,3.7,815.0,0.632,1
0,28.6,6.9,343155.0,6.4,36847.0,0.4,672.0,0.502,1
1,51.4,4.6,281867.0,3.7,86151.0,6.0,647.0,0.893,0
0,56.3,2.6,232273.0,3.9,107269.0,16.4,671.0,0.306,0
1,29.5,7.8,233735.0,6.7,34236.0,3.1,710.0,0.721,1
1,35.2,7.0,305079.0,4.1,68751.0,3.6,707.0,0.048,1
0,59.6,3.8,342416.0,5.1,34961.0,2.4,711.0,0.873,0
1,29.2,7.2,385182.0,6.2,42505.0,10.4,722.0,0.553,1
0,65.2,4.5,338677.0,4.2,64606.0,13.1,578.0,0.481,0
0,56.6,2.2,280870.0,5.9,51841.0,2.5,716.0,0.47,0
1,41.5,2.4,436409.0,3.6,52393.0,11.1,693.0,0.639,0
0,42.7,3.1,542558.0,6.5,76063.0,1.1,636.0,0.288,1
1,36.8,7.6,451175.0,5.8,75852.0,3.1,687.0,0.523,1
0,48.6,3.4,296979.0,5.0,50033.0,1.5,672.0,0.853,0
0,55.4,4.7,362477.0,3.1,38033.0,1.3,679.0,0.39,0
1,42.2,6.3,374218.0,4.8,49039.0,9.7,692.0,0.439,1
1,15.9,3.5,470324.0,5.1,32745.0,6.3,563.0,0.515,0
1,27.7,5.4,309114.0,7.1,67132.0,0.3,698.0,0.698,1
1,48.5,6.5,248539.0,4.7,45465.0,7.1,726.0,0.535,0
1,18.8,4.8,431307.0,7.0,31501.0,4.3,697.0,0.374,1
0,91.7,3.5,336676.0,3.2,83816.0,7.7,629.0,0.509,0
0,83.1,4.6,219766.0,5.6,48748.0,4.5,620.0,0.733,0
1,32.6,6.1,390155.0,4.2,36344.0,2.4,693.0,0.168,1
1,28.2,7.6,482965.0,8.6,77435.0,3.4,736.0,0.747,1
1,43.0,6.6,272985.0,8.0,81064.0,0.8,772.0,0.598,1
0,43.3,2.6,257076.0,5.1,23045.0,1.9,734.0,0.685,0
1,10.0,5.3,347421.0,4.0,76340.0,0.1,716.0,0.433,1
1,33.1,6.0,387869.0,2.2,52214.0,2.6,502.0,0.509,0
0,63.0,6.0,312512.0,6.0,72299.0,0.5,637.0,0.644,0
0,66.4,3.3,407546.0,5.1,47706.0,5.4,702.0,0.143,0
1,30.8,3.4,355467.0,6.4,57051.0,12.2,632.0,0.312,1
1,59.1,6.7,401378.0,2.4,43404.0,6.7,615.0,0.108,0
0,42.6,2.9,271048.0,4.9,72905.0,1.2,606.0,0.839,0
1,22.9,4.1,240319.0,5.7,37476.0,3.5,804.0,0.825,1
0,72.3,4.0,286648.0,3.0,73901.0,6.2,589.0,0.075,0
1,22.6,7.5,230997.0,5.7,52652.0,8.2,665.0,0.626,1
1,22.0,5.1,371748.0,3.6,66349.0,1.7,629.0,0.496,0
0,66.9,4.7,155239.0,3.3,32738.0,3.2,620.0,0.622,0
0,49.2,5.0,289183.0,3.9,58053.0,0.6,709.0,0.631,0
1,38.0,7.2,308122.0,4.9,60675.0,6.5,738.0,0.517,1
0,54.5,2.9,239018.0,7.1,102922.0,2.9,598.0,0.394,0
1,27.1,4.3,311954.0,4.2,64802.0,0.2,684.0,0.783,1
0,33.5,2.5,333609.0,2.8,38745.0,3.8,672.0,0.307,0
0,67.1,5.2,417992.0,6.7,38109.0,7.8,648.0,0.383,0
0,46.3,5.0,243595.0,7.1,66466.0,0.2,615.0,0.7,1
1,37.5,4.6,359849.0,6.6,39498.0,2.6,758.0,0.717,1
0,57.3,7.2,365801.0,8.2,39823.0,3.3,608.0,0.554,1
0,61.9,2.4,317355.0,4.9,34764.0,30.0,589.0,0.361,0
0,62.8,5.5,278779.0,5.4,51701.0,1.2,757.0,0.098,0
1,42.9,8.3,237428.0,4.2,53514.0,8.6,694.0,0.102,1
0,54.1,4.2,474843.0,7.6,43025.0,0.8,597.0,0.473,0
0,83.6,2.8,313991.0,4.4,96568.0,16.6,675.0,0.492,0
1,12.3,4.9,318611.0,4.4,61601.0,1.8,636.0,0.428,0
0,61.6,3.6,488923.0,3.9,99042.0,0.8,784.0,0.237,0
1,52.5,7.6,341511.0,6.8,51655.0,2.4,663.0,0.143,1
0,72.2,2.2,517404.0,4.6,36566.0,0.1,717.0,0.515,1
1,25.4,3.2,224006.0,5.0,32931.0,0.6,678.0,0.866,0
1,27.9,6.5,317091.0,4.7,46667.0,3.4,781.0,0.252,1
0,49.9,4.9,215449.0,4.6,66258.0,14.1,694.0,0.469,0
1,49.0,9.0,315736.0,5.5,43527.0,2.9,761.0,0.319,1
1,28.9,3.9,325397.0,7.6,69062.0,5.4,718.0,0.707,1
0,68.8,3.8,278944.0,1.2,85933.0,6.1,641.0,0.45,0
0,69.0,5.7,319829.0,6.0,35501.0,0.2,680.0,0.744,1
0,100.0,4.2,267256.0,7.0,31578.0,1.9,665.0,0.605,0
1,44.7,5.7,318821.0,1.5,71630.0,29.1,640.0,0.62,1
0,52.8,5.2,263120.0,4.9,54589.0,0.0,605.0,0.304,0
1,18.1,5.1,456377.0,7.0,55837.0,3.2,775.0,0.272,1
1,35.9,7.3,243369.0,3.9,64793.0,9.1,536.0,0.596,0
1,38.2,4.1,347882.0,5.4,26625.0,1.7,773.0,0.527,1
1,6.8,3.7,251169.0,2.9,58483.0,28.5,586.0,0.926,0
0,54.3,3.6,256058.0,4.8,52690.0,3.3,718.0,0.226,0
0,69.5,1.0,257009.0,6.8,58968.0,12.3,639.0,0.813,0
0,57.0,4.1,310950.0,8.2,33459.0,3.8,563.0,0.571,1
1,54.5,3.4,336769.0,5.2,50628.0,2.5,760.0,0.187,0
1,16.6,6.4,253150.0,2.7,40398.0,6.2,512.0,0.047,0
0,75.2,4.3,279343.0,4.2,74420.0,15.9,736.0,0.276,0
1,53.7,5.9,243854.0,1.6,47349.0,2.4,689.0,0.334,0
1,54.3,6.7,240001.0,4.7,38560.0,10.0,754.0,0.363,1
0,41.5,4.3,419929.0,6.8,32980.0,5.4,724.0,0.815,1
1,44.7,5.6,216282.0,2.4,69504.0,2.4,723.0,0.518,0
1,30.0,8.7,340990.0,5.3,72582.0,0.3,743.0,0.61,1
1,18.9,6.6,476392.0,3.7,105806.0,1.9,739.0,0.153,1
1,33.8,7.2,429597.0,9.0,43096.0,8.9,712.0,0.64,1
1,26.4,7.6,370816.0,6.3,32690.0,0.5,657.0,0.201,1
1,53.8,7.0,321794.0,7.1,46612.0,4.2,664.0,0.679,1
1,47.7,9.1,385083.0,6.4,37082.0,3.6,687.0,0.82,1
0,47.7,4.2,355695.0,6.4,38115.0,5.4,661.0,0.148,0
0,54.1,4.0,436742.0,7.0,59265.0,14.0,833.0,0.917,1
0,59.3,3.0,309658.0,4.7,75873.0,7.0,674.0,0.398,0
1,38.9,5.6,410631.0,4.1,57831.0,3.6,600.0,0.627,0
1,55.1,4.9,296394.0,3.1,51292.0,8.9,672.0,0.748,0
1,50.4,7.0,476299.0,8.9,68064.0,6.0,621.0,0.282,1
1,40.8,4.6,316667.0,6.6,44757.0,11.3,817.0,0.278,1
0,61.1,4.1,189940.0,1.0,87550.0,6.4,687.0,0.325,0
1,13.4,6.8,349517.0,4.9,162696.0,7.0,724.0,0.654,1
1,59.4,6.2,381478.0,6.1,38107.0,0.4,716.0,0.702,1
0,58.3,2.7,451148.0,7.9,79515.0,0.0,746.0,0.854,1
1,63.3,7.0,238647.0,3.2,79564.0,15.6,697.0,0.861,1
1,42.9,5.9,188975.0,6.0,60528.0,1.5,652.0,0.814,1
1,70.4,1.7,354547.0,3.5,82007.0,0.9,683.0,0.765,0
0,74.1,2.5,350214.0,2.1,56496.0,0.9,594.0,0.677,0
0,43.5,6.1,215354.0,7.9,63547.0,6.7,670.0,0.363,1
0,55.8,6.2,295740.0,3.3,50654.0,0.2,806.0,0.372,0
1,37.5,6.8,308488.0,7.3,51852.0,5.4,731.0,0.157,1
0,51.9,5.2,389903.0,1.8,63224.0,4.2,673.0,0.835,0
1,34.3,4.8,299732.0,4.0,58019.0,0.8,821.0,0.511,1
1,19.5,5.6,305411.0,6.3,32248.0,0.7,637.0,0.524,1
1,40.1,7.9,339127.0,7.0,60093.0,0.7,704.0,0.031,1
0,68.6,4.6,205471.0,5.8,44435.0,1.5,659.0,0.352,0
0,49.9,4.1,477093.0,6.8,39246.0,5.1,666.0,0.783,1
0,94.1,3.7,377674.0,4.2,72256.0,1.2,708.0,0.622,0
1,41.0,7.8,273380.0,8.3,33740.0,5.4,720.0,0.313,1
1,27.7,7.7,246714.0,6.2,43983.0,17.8,666.0,0.465,1
1,15.6,7.0,259009.0,6.9,32003.0,9.9,621.0,0.904,1
0,65.9,4.1,363990.0,5.5,41737.0,8.0,808.0,0.464,1
0,61.1,3.5,238623.0,5.7,127662.0,14.9,687.0,0.557,0
0,76.7,5.0,291681.0,3.0,36101.0,4.7,607.0,0.523,0
1,37.8,4.3,195809.0,3.0,46142.0,7.3,608.0,0.536,0
0,47.1,2.7,369754.0,3.4,85546.0,7.4,819.0,0.734,0
1,65.1,3.8,363770.0,5.8,58419.0,18.4,850.0,0.961,1
1,46.5,7.9,311967.0,4.4,46378.0,5.2,704.0,0.842,1
0,61.2,2.9,334890.0,4.0,37154.0,1.6,637.0,0.527,0
0,67.5,4.6,379924.0,4.8,64179.0,1.1,703.0,0.828,0
0,72.1,3.8,327279.0,7.6,43064.0,1.8,659.0,0.133,0
0,43.6,8.3,390685.0,6.9,116994.0,7.2,720.0,0.547,1
0,67.4,4.7,222879.0,2.0,43781.0,5.3,705.0,0.328,0
0,58.2,1.2,351171.0,4.6,96375.0,1.2,678.0,0.367,0
0,72.6,5.8,329171.0,4.5,69636.0,9.8,674.0,0.707,0
1,28.9,5.4,431710.0,4.6,69397.0,19.9,665.0,0.868,1
1,30.9,5.7,336965.0,5.1,46014.0,7.1,746.0,0.176,1
0,89.9,3.0,297240.0,6.8,40792.0,0.3,667.0,0.429,0
1,58.5,6.3,276198.0,3.6,44180.0,4.9,824.0,0.32,1
0,15.6,4.3,461515.0,5.3,74472.0,13.9,830.0,0.61,1
1,57.4,5.0,132830.0,5.6,60455.0,1.9,654.0,0.805,0
1,38.9,5.2,371446.0,4.6,23240.0,4.4,655.0,0.925,0
1,29.4,6.2,333681.0,4.0,29278.0,1.3,677.0,0.762,0
1,24.9,2.5,322865.0,3.0,46441.0,10.6,635.0,0.745,0
0,50.8,1.8,298273.0,3.5,60749.0,10.2,740.0,0.273,0
1,29.8,8.5,330631.0,7.2,44727.0,2.3,763.0,0.282,1
0,48.1,4.5,364237.0,4.2,40091.0,2.2,770.0,0.592,1
0,44.7,3.2,264056.0,4.4,33068.0,0.0,665.0,0.951,0
1,24.4,3.5,348605.0,2.4,70630.0,1.9,665.0,0.438,0
1,44.9,5.9,355635.0,4.2,51012.0,7.6,541.0,0.817,0
1,40.8,7.5,253324.0,6.0,96008.0,0.1,634.0,0.436,1
1,48.3,10.0,366141.0,2.7,29147.0,1.1,615.0,0.485,1
0,64.0,6.8,346712.0,7.5,64634.0,6.6,602.0,0.466,0
1,20.4,4.7,275883.0,3.7,61027.0,5.2,646.0,0.364,0
0,72.4,3.3,218745.0,8.2,68793.0,21.6,658.0,0.716,1
0,49.9,1.8,260066.0,5.2,68232.0,2.5,678.0,0.209,0
1,49.7,4.7,335981.0,1.3,40022.0,0.7,775.0,0.13,0
1,22.5,5.7,332670.0,5.7,45604.0,5.5,762.0,0.405,1
0,54.7,3.4,434170.0,4.1,52395.0,0.4,601.0,0.598,0
1,34.6,9.1,303340.0,6.4,32823.0,0.6,710.0,0.27,1
1,50.1,4.0,253814.0,8.0,74062.0,4.2,624.0,0.945,0
0,67.6,3.9,368742.0,6.2,20000.0,3.2,690.0,0.451,0
1,40.3,2.9,251448.0,4.1,30795.0,1.5,772.0,0.475,0
0,93.3,4.5,240091.0,2.1,25053.0,3.3,646.0,0.244,0
0,37.4,2.0,269058.0,6.1,76108.0,10.1,611.0,0.678,0
0,49.4,5.7,85500.0,6.2,53436.0,6.5,684.0,0.775,0
0,48.8,3.6,370958.0,7.0,39610.0,3.0,772.0,0.522,1
0,38.4,1.9,405978.0,4.1,50946.0,1.9,820.0,0.582,1
0,54.2,1.0,396231.0,4.8,54486.0,4.4,637.0,0.527,0
0,75.3,2.5,463176.0,4.0,29856.0,0.0,689.0,0.288,0
1,31.1,6.4,455000.0,5.4,51968.0,6.6,699.0,0.874,1
1,35.0,6.6,305780.0,2.3,85435.0,8.1,581.0,0.322,0
1,14.2,5.3,431658.0,5.7,91673.0,0.6,577.0,0.868,1
1,28.1,7.4,328163.0,6.2,68963.0,2.6,703.0,0.148,1
0,58.1,2.3,286885.0,3.5,54356.0,0.8,654.0,0.723,0
0,74.6,1.0,252236.0,5.4,70956.0,14.9,582.0,0.552,0
0,39.9,4.4,308652.0,6.6,65009.0,8.7,728.0,0.455,1
1,33.2,7.9,359730.0,8.4,31270.0,0.1,684.0,0.29,1
0,81.3,5.9,435840.0,3.1,34014.0,17.6,681.0,0.646,1
0,58.3,2.1,379130.0,5.7,63188.0,0.8,603.0,0.665,0
0,33.3,3.2,271662.0,7.3,37519.0,0.4,561.0,0.896,0
1,59.2,7.1,236876.0,4.7,32530.0,0.2,638.0,0.659,0
1,51.0,5.1,369972.0,7.8,82104.0,7.8,683.0,0.388,1
0,78.0,4.2,383169.0,3.4,50266.0,13.0,630.0,0.348,0
1,13.8,4.9,441276.0,5.1,47764.0,0.5,603.0,0.583,1
0,87.7,2.4,284656.0,1.0,30298.0,20.5,654.0,0.893,0
1,28.4,4.7,373360.0,1.2,40967.0,1.9,682.0,0.675,0
1,32.4,7.4,402287.0,2.4,42729.0,5.7,779.0,0.725,1
0,54.5,4.0,214686.0,7.6,34131.0,21.4,691.0,0.627,0
0,79.2,5.9,332620.0,3.6,30146.0,0.0,577.0,0.11,0
0,62.3,4.8,391196.0,3.4,98633.0,4.0,538.0,0.578,0
1,47.2,8.4,367218.0,6.5,86143.0,5.3,508.0,0.483,1
0,66.1,5.2,310479.0,3.6,47005.0,2.3,704.0,0.856,0
0,63.6,5.1,527008.0,7.4,28824.0,0.6,606.0,0.853,1
1,25.8,5.8,491542.0,8.9,24584.0,4.9,715.0,0.879,1
1,67.2,10.0,317161.0,1.6,40920.0,0.2,763.0,0.499,0
0,43.0,4.2,313297.0,5.9,20000.0,12.8,721.0,0.375,0
0,71.2,1.0,370430.0,1.0,40900.0,3.1,664.0,0.432,0
1,45.6,6.4,322573.0,2.6,21839.0,12.1,809.0,0.482,1
1,57.3,4.5,423066.0,5.9,47207.0,9.1,648.0,0.569,1
0,85.8,5.5,205709.0,3.2,53027.0,0.0,617.0,0.202,0
0,62.9,5.1,299274.0,5.5,45491.0,3.1,703.0,0.558,1
0,73.0,3.7,368342.0,4.8,116857.0,10.9,734.0,0.099,1
0,91.5,2.7,384563.0,1.2,45138.0,2.3,499.0,0.927,0
1,39.0,6.2,212015.0,6.6,97940.0,2.0,758.0,0.429,1
0,49.0,3.0,249173.0,5.2,55188.0,5.8,566.0,0.306,0
0,59.2,5.2,186283.0,5.1,109656.0,6.1,536.0,0.681,0
0,45.4,4.8,257431.0,3.7,24288.0,5.2,656.0,0.754,0
1,45.6,10.0,225034.0,6.8,31793.0,2.3,606.0,0.08,1
1,56.0,5.3,365147.0,2.5,43705.0,0.3,709.0,0.355,0
0,63.2,3.5,336728.0,2.7,93084.0,12.8,705.0,0.837,0
1,15.7,5.8,329851.0,5.8,44550.0,1.9,702.0,0.762,1
1,55.3,5.8,324425.0,7.2,37344.0,7.9,766.0,0.167,1
0,38.4,5.5,426361.0,4.2,62485.0,2.2,658.0,0.805,1
1,16.8,5.6,258213.0,6.0,70429.0,3.4,706.0,0.705,1
0,62.3,7.0,164421.0,5.8,36068.0,2.3,563.0,0.284,0
0,68.8,4.9,372453.0,5.8,37218.0,0.4,747.0,0.48,1
1,46.3,5.3,295556.0,3.7,96565.0,2.0,645.0,0.112,0
1,39.0,4.9,249021.0,4.7,80783.0,15.6,660.0,0.757,0
1,66.4,7.6,361121.0,5.4,89910.0,0.6,656.0,0.853,1
1,41.0,6.0,172100.0,8.2,71415.0,4.1,673.0,0.325,1
1,55.5,6.0,253633.0,3.0,34841.0,17.3,654.0,0.585,0
0,76.8,3.1,120505.0,1.8,48379.0,0.1,528.0,0.686,0
0,45.6,3.9,347924.0,10.0,32062.0,0.4,767.0,0.37,1
0,62.5,3.0,444668.0,5.2,72427.0,12.0,634.0,0.088,0
0,96.8,6.0,255721.0,6.3,39443.0,6.7,654.0,0.767,0
1,32.4,7.1,270459.0,6.7,24719.0,3.9,666.0,0.818,1
0,54.9,3.7,465324.0,6.3,51301.0,3.8,717.0,0.707,1
0,67.6,3.7,366416.0,6.5,76887.0,18.4,645.0,0.836,0
1,33.0,6.1,523949.0,6.8,28259.0,0.1,755.0,0.422,1
0,53.1,4.0,336317.0,7.1,46629.0,1.6,811.0,0.597,0
0,57.8,2.6,339256.0,4.8,39269.0,1.9,795.0,0.264,1
1,61.5,3.1,434846.0,6.8,72870.0,0.6,698.0,0.229,1
1,38.0,4.8,319134.0,8.7,21616.0,2.2,640.0,0.171,0
0,45.1,3.8,347236.0,5.2,77187.0,2.3,638.0,0.567,0
0,42.3,2.9,135134.0,5.5,36974.0,15.9,654.0,0.56,0
0,98.1,5.2,439965.0,3.9,45982.0,2.9,620.0,0.834,0
1,36.6,5.7,362945.0,4.8,69109.0,13.6,709.0,0.099,1
0,71.5,6.8,305651.0,6.1,88571.0,8.3,664.0,0.59,1
0,53.4,3.2,395873.0,3.9,50038.0,6.7,679.0,0.898,0
1,44.8,6.2,233076.0,5.4,36681.0,2.0,658.0,0.559,0
0,86.9,3.6,262445.0,5.4,39632.0,2.8,712.0,0.75,0
1,30.2,6.7,379159.0,8.4,78154.0,0.2,698.0,0.951,1
0,71.9,5.6,317583.0,3.4,34418.0,2.4,655.0,0.85,0
0,43.9,4.9,363774.0,5.8,55913.0,10.2,670.0,0.124,1
1,70.3,3.0,334773.0,3.4,49167.0,7.6,670.0,0.45,0
0,69.0,4.7,365929.0,6.5,66417.0,8.3,727.0,0.648,1
0,58.8,2.5,214932.0,6.2,49695.0,1.3,626.0,0.443,0
1,35.5,5.5,434486.0,8.5,41210.0,1.2,647.0,0.83,1
1,32.3,7.0,295114.0,4.6,40069.0,5.4,547.0,0.528,1
1,33.1,4.3,338060.0,5.2,39771.0,5.3,605.0,0.468,0
1,3.3,7.7,300294.0,7.2,28232.0,1.1,663.0,0.82,1
0,63.5,3.5,295242.0,6.0,60019.0,6.4,649.0,0.228,0
1,37.9,9.3,349377.0,1.0,53316.0,2.4,543.0,0.606,0
0,72.3,4.1,372649.0,3.4,27270.0,10.9,717.0,0.262,0
1,32.2,8.6,406022.0,6.9,41679.0,2.3,618.0,0.729,1
1,28.4,7.8,370384.0,5.1,43906.0,1.3,567.0,0.427,1
0,64.9,3.1,269895.0,6.2,38787.0,1.1,706.0,0.639,0
1,15.8,4.0,371648.0,6.9,46726.0,11.4,738.0,0.41,1
1,42.2,6.2,348147.0,4.8,46968.0,9.8,509.0,0.066,0
0,37.1,3.1,336189.0,5.8,70104.0,2.8,728.0,0.639,1
0,81.8,6.4,351832.0,8.2,48929.0,1.4,665.0,0.157,1
1,50.3,5.6,222807.0,7.2,62159.0,1.7,662.0,0.895,0
0,51.1,3.5,162293.0,3.2,28104.0,2.4,602.0,0.746,0
1,49.9,3.9,420241.0,4.4,32061.0,0.2,669.0,0.672,0
0,66.7,4.6,306154.0,5.0,28296.0,0.3,674.0,0.39,0
1,24.9,4.2,370842.0,3.0,41844.0,13.1,838.0,0.537,1
1,9.7,6.7,275766.0,7.5,50123.0,7.3,717.0,0.051,1
1,44.7,6.9,428605.0,4.1,95519.0,8.4,680.0,0.614,1
0,53.1,2.9,351463.0,4.4,35176.0,3.3,763.0,0.203,0
1,56.4,7.4,307426.0,7.6,68853.0,2.3,742.0,0.499,1
1,40.2,5.6,352758.0,4.2,35140.0,0.5,578.0,0.211,0
0,54.5,1.8,183411.0,3.7,49492.0,4.1,726.0,0.646,0
0,92.0,6.3,333867.0,5.9,46124.0,6.8,687.0,0.53,0
0,73.6,2.6,432123.0,3.7,33876.0,1.1,631.0,0.216,0
0,10.2,4.8,370135.0,8.0,34953.0,2.5,608.0,0.797,1
0,57.7,4.6,336039.0,3.1,92874.0,13.1,670.0,0.482,1
1,19.2,6.6,315018.0,1.0,39605.0,9.3,679.0,0.247,0
1,28.0,6.6,422619.0,7.0,73091.0,8.0,760.0,0.766,1
1,37.8,4.5,429566.0,4.2,64310.0,0.2,522.0,0.377,0
0,70.3,6.5,280289.0,3.7,38391.0,0.9,592.0,0.466,0
1,43.9,7.4,356732.0,6.3,48954.0,1.8,694.0,0.876,1
0,81.2,4.7,327993.0,5.8,51446.0,1.8,670.0,0.662,0
0,74.5,2.0,344867.0,2.9,59563.0,0.7,688.0,0.663,0
0,73.6,2.5,251371.0,6.9,41689.0,1.7,648.0,0.436,0
0,68.0,5.0,407411.0,6.7,26830.0,2.8,697.0,0.267,1
1,59.3,3.0,365566.0,8.5,37043.0,0.3,569.0,0.363,0
1,35.3,6.5,428565.0,4.4,78138.0,2.6,827.0,0.096,1
0,60.6,2.0,230450.0,4.7,48409.0,3.4,709.0,0.742,0
0,36.4,2.7,247265.0,5.0,41427.0,0.2,712.0,0.608,0
1,55.8,3.9,486830.0,4.1,27173.0,5.6,605.0,0.114,0
0,63.8,4.4,409847.0,5.7,80405.0,0.4,639.0,0.634,1
1,84.0,7.7,242791.0,6.5,45120.0,5.2,716.0,0.03,1
0,58.9,4.5,389994.0,5.9,75735.0,25.6,655.0,0.935,1
1,41.3,6.7,292071.0,4.7,64406.0,0.3,699.0,0.324,1
0,73.2,4.3,177504.0,4.4,67380.0,1.6,625.0,0.345,0
1,23.5,7.0,170244.0,4.3,95204.0,0.7,586.0,0.723,0
1,45.4,6.7,325552.0,3.8,51450.0,2.3,758.0,0.64,0
1,40.5,1.9,454604.0,4.3,46472.0,9.0,617.0,0.093,0
1,35.4,7.4,453989.0,8.5,91634.0,13.3,744.0,0.503,1
0,82.6,5.2,409517.0,9.1,68432.0,9.2,621.0,0.585,1
1,26.4,5.5,403179.0,7.7,36978.0,5.9,669.0,0.275,1
1,44.1,3.0,353327.0,3.7,74410.0,6.3,653.0,0.824,0
0,86.8,4.4,398747.0,5.7,89859.0,0.6,665.0,0.189,0
0,54.4,4.5,161929.0,1.0,20000.0,1.4,733.0,0.659,0
0,60.5,3.3,398910.0,4.4,29798.0,2.3,794.0,0.167,1
1,75.2,6.3,222730.0,4.5,35453.0,0.3,667.0,0.398,0
0,72.1,5.6,240924.0,8.9,65462.0,8.6,688.0,0.133,1
1,32.4,9.6,389465.0,6.4,67209.0,1.5,661.0,0.747,1
1,52.0,6.2,398279.0,5.3,60344.0,0.3,686.0,0.871,1
0,56.5,4.5,272984.0,4.8,69603.0,0.4,630.0,0.861,0
1,16.5,4.8,393432.0,4.4,31468.0,17.4,608.0,0.401,1
0,85.6,3.2,352242.0,5.7,30260.0,12.2,703.0,0.247,0
1,23.5,5.8,313421.0,3.8,80923.0,15.9,696.0,0.791,1
1,76.8,7.8,323920.0,6.7,51099.0,15.7,760.0,0.472,1
0,57.7,5.2,487641.0,7.9,79497.0,8.0,683.0,0.299,1
0,97.0,6.9,278975.0,5.6,37070.0,1.6,677.0,0.301,0
1,19.5,3.8,320498.0,4.1,32130.0,2.0,716.0,0.557,0
1,55.4,4.0,334309.0,4.7,29486.0,2.6,749.0,0.839,0
0,72.5,5.7,299116.0,7.5,67535.0,7.7,669.0,0.18,0
0,77.6,6.2,374457.0,5.5,77096.0,13.1,500.0,0.831,0
0,79.5,4.0,427779.0,3.6,60883.0,2.9,606.0,0.411,0
0,57.5,1.0,301500.0,5.8,40403.0,1.8,755.0,0.77,0
0,45.4,2.9,258774.0,3.2,63250.0,1.4,799.0,0.428,0
0,64.2,4.5,475875.0,4.4,62560.0,1.5,773.0,0.72,1
1,43.3,4.7,337912.0,5.4,21805.0,0.0,649.0,0.375,0
0,57.9,4.3,184677.0,3.2,42610.0,1.3,657.0,0.644,0
0,69.2,6.8,464400.0,1.8,54818.0,1.7,732.0,0.624,1
0,69.9,6.1,405123.0,6.1,76361.0,7.5,722.0,0.088,1
0,51.3,5.2,452433.0,1.0,47380.0,4.0,506.0,0.897,0
1,45.9,5.9,441778.0,3.3,52032.0,2.0,683.0,0.21,1
1,36.0,5.3,543603.0,6.6,47717.0,4.5,676.0,0.728,1
0,54.5,5.1,239795.0,5.9,54509.0,7.8,599.0,0.275,0
1,51.8,6.0,260443.0,4.9,28353.0,4.7,638.0,0.785,0
1,28.3,6.1,296446.0,3.4,38477.0,0.4,698.0,0.643,0
0,58.1,1.7,279257.0,3.5,20079.0,1.4,665.0,0.357,0
0,66.1,2.9,326796.0,5.7,41078.0,1.7,745.0,0.278,0
0,85.6,5.1,268001.0,4.8,59771.0,2.3,803.0,0.305,0
0,67.9,2.3,220890.0,2.0,35710.0,0.1,746.0,0.36,0
0,72.9,4.4,243583.0,3.1,44329.0,6.8,711.0,0.624,0
0,60.5,4.6,296232.0,4.1,57313.0,3.2,670.0,0.571,0
0,63.8,4.7,409633.0,5.7,145657.0,11.3,736.0,0.239,1
0,64.3,4.8,271842.0,5.2,47446.0,3.6,636.0,0.189,0
0,69.4,4.9,380098.0,2.5,65361.0,22.2,642.0,0.336,0
0,60.6,3.1,214017.0,7.3,45491.0,6.0,594.0,0.488,0
0,85.1,1.8,51538.0,2.9,56522.0,10.9,571.0,0.253,0
0,59.4,2.7,309645.0,5.4,48468.0,18.1,770.0,0.592,1
1,14.4,7.1,294004.0,3.5,41407.0,3.2,699.0,0.386,1
0,100.0,2.2,229461.0,9.4,45206.0,5.0,717.0,0.788,0
0,60.1,2.4,240047.0,7.1,80728.0,12.3,671.0,0.65,0
0,84.7,2.4,251050.0,2.9,55031.0,4.3,812.0,0.661,0
0,86.1,1.2,227976.0,4.4,30370.0,0.3,803.0,0.337,0
0,79.2,2.3,238672.0,2.4,41370.0,6.0,679.0,0.777,0
1,37.0,7.5,222777.0,4.8,34312.0,13.7,678.0,0.562,1
0,69.3,2.9,144998.0,5.4,71038.0,7.6,665.0,0.828,0
1,20.9,3.4,162806.0,6.4,36179.0,7.8,602.0,0.828,0
0,94.9,3.2,499461.0,2.2,69198.0,0.4,651.0,0.385,0
1,27.2,6.8,331329.0,3.9,72449.0,6.7,658.0,0.393,1
1,36.2,3.3,453868.0,6.5,51934.0,0.2,525.0,0.58,0
0,66.5,5.4,302550.0,7.7,60948.0,13.3,521.0,0.429,0
0,63.4,1.8,306764.0,2.8,40111.0,12.3,676.0,0.379,0
1,30.1,5.4,359460.0,7.0,68848.0,19.6,738.0,0.232,1
0,85.9,3.4,358248.0,2.2,29855.0,1.8,626.0,0.916,0
0,79.3,3.2,210639.0,4.0,40738.0,3.9,802.0,0.163,0
1,44.8,5.9,297203.0,2.9,43345.0,4.3,660.0,0.113,0
